2024-04-06 22:42:39,302: asyncio: INFO: [MLTrader] Executing the initialize lifecycle method
2024-04-06 22:42:40,541: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-04-06 22:42:40,542: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-04-06 22:42:40,543: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-04-06 22:42:40,543: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-04-06 22:42:40,544: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-04-06 22:42:40[0m
2024-04-06 22:42:40,544: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 22:42:40,554: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 22:42:41,882: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-04-06 22:42:41[0m
2024-04-06 22:42:41,883: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-04-06 22:42:41,884: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-04-06 22:42:41,884: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-04-06 22:42:41,885: asyncio: INFO: [MLTrader] [34mThe market is not currently open, skipping this trading iteration[0m
2024-04-06 22:42:41,886: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-04-06 22:42:41,887: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-04-06 22:42:41,887: asyncio: INFO: [MLTrader] Executing the after_market_closes lifecycle method
2024-04-06 22:42:41,888: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-04-06 22:42:41,889: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-04-06 22:42:41,889: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-04-06 22:42:41,889: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-04-06 22:42:41,891: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-04-06 22:42:41[0m
2024-04-06 22:42:41,891: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 22:42:41,892: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 22:42:42,116: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-04-06 22:42:42[0m
2024-04-06 22:42:42,118: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-04-06 22:42:42,118: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-04-06 22:42:42,118: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-04-06 22:42:42,119: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-04-06 22:42:42[0m
2024-04-06 22:42:42,119: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 22:42:42,120: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 22:42:42,360: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-04-06 22:42:42[0m
2024-04-06 22:42:42,361: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-04-06 22:42:42,362: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-04-06 22:42:42,362: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-04-06 22:42:42,363: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-04-06 22:42:42[0m
